# (c) Statistisches Bundesamt, Wiesbaden 2014
# 
# Ergebnisse der repräsentativen Wahlstatistik zur Bundestagswahl 2013
# Wahlberechtigte, Wähler und Wahlbeteiligung nach Geschlecht und Altersgruppen in den Ländern 2013
# 
Geburtsjahresgruppe;Alter von ... bis unter ... Jahren;Insgesamt;;;;;;;;;Männer;;;;;;;;;Frauen;;;;;;;;
;;Wahlberechtigte;;;;;;Wähler;;Wahlbeteiligung1;Wahlberechtigte;;;;;;Wähler;;Wahlbeteiligung1;Wahlberechtigte;;;;;;Wähler;;Wahlbeteiligung1
;;insgesamt;;mit;;ohne;;;;;zusammen;;mit;;ohne;;;;;zusammen;;mit;;ohne;;;;
;;;;Wahlschein;;;;;;;;;Wahlschein;;;;;;;;;Wahlschein;;;;;;
;;1000;%;1000;%;1000;%;1000;%;;1000;%;1000;%;1000;%;1000;%;;1000;%;1000;%;1000;%;1000;%;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Schleswig-Holstein;;;;;;;;;;;;;;;;;;;;;;;;;;
1989 - 1992;21 - 25;511,2904102;4,394971074;57,11886267;4,009103673;454,1715476;4,448822287;223,842383;3,447078469;54,95140141;263,5727319;4,670752303;26,07719663;3,982977102;237,4955353;4,761022499;116,2493647;3,667414412;53,99897034;247,7176783;4,135184764;31,04166604;4,031318225;216,6760123;4,150504938;107,5930183;3,236957745;55,96479238
1984 - 1988;25 - 30;846,4506022;7,275954796;92,29786744;6,478275338;754,1527348;7,387278028;403,1148709;6,207799315;58,52825162;440,9447257;7,813947892;45,10260233;6,888878237;395,8421234;7,935362882;208,9280785;6,591226096;57,61054982;405,5058765;6,769164533;47,19526511;6,129153381;358,3106114;6,863565313;194,1867923;5,842148973;59,52615521
1979 - 1983;30 - 35;838,4246768;7,206965217;85,08344171;5,971903549;753,3412351;7,37932901;434,2109217;6,686665407;61,93691309;438,9824818;7,779175116;42,61525089;6,50896532;396,3672309;7,945889601;220,2269924;6,947682234;59,87533768;399,4421951;6,667942677;42,46819082;5,515257829;356,9740043;6,837962135;213,9839293;6,437749847;64,20256128
1974 - 1978;35 - 40;731,5248222;6,288071063;70,20492215;4,927598312;661,3199;6,477937083;410,4975734;6,321489826;65,71239703;386,2478033;6,844667898;37,09265895;5,665456044;349,1551444;6,999438942;210,4915477;6,640550144;64,09983551;345,2770188;5,763756052;33,1122632;4,30022248;312,1647556;5,979625276;200,0060257;6,017221787;67,51630609
1969 - 1973;40 - 45;842,064925;7,238256211;73,73299662;5,175229578;768,3319284;7,526169847;510,2610596;7,857805517;69,35261628;441,1797368;7,818112505;37,52019387;5,730756844;403,6595429;8,092077029;258,042159;8,140668426;66,99363734;400,8851882;6,692030757;36,21280275;4,702883264;364,6723855;6,985427324;252,2189006;7,588056703;71,94870548
1964 - 1968;45 - 50;1087,671702;9,34945302;109,2996863;7,671612378;978,3720161;9,58361054;651,5333572;10,03333943;69,95061486;552,7891958;9,795935226;51,44855427;7,858145818;501,3406415;10,05026924;325,2813418;10,26191828;68,1507343;534,8825066;8,928866147;57,85113205;7,513009214;477,0313746;9,137703131;326,2520154;9,815357955;71,81075147
1954 - 1963;50 - 60;2262,63883;19,44928364;268,6183272;18,85399449;1994,020503;19,53236151;1332,250749;20,5161007;70,75230277;1131,23481;20,04652589;125,3626283;19,14762867;1005,872182;20,16450576;658,0027227;20,7585536;69,24869567;1131,40402;18,88668059;143,2556989;18,60432714;988,1483214;18,92832734;674,2480261;20,28488841;72,25568501
1944 - 1953;60 - 70;1721,790994;14,80024163;252,319484;17,70999846;1469,47151;14,3941593;1044,078333;16,07836681;75,29356477;829,5331727;14,70009416;115,5440299;17,64795626;713,9891428;14,31318854;505,4948136;15,94726104;74,8660649;892,2578211;14,89458069;136,7754541;17,76275088;755,4823671;14,47152946;538,5835197;16,20339426;75,69101192
1943 und früher;70 und mehr;2570,45815;22,09524957;396,7170255;27,84508671;2173,741125;21,29280888;1374,070767;21,16011139;68,88996783;1045,871974;18,53381758;165,2787659;25,24433702;880,5932082;17,65306481;609,442589;19,22658709;74,07420545;1524,586176;25,45012358;231,4382595;30,05641748;1293,147917;24,77070146;764,6281785;23,0039936;65,33356091
Zusammen;;11633,533;100;1424,729;100;10208,804;100;6493,684;100;68,06541916;5643,046662;100;654,7162075;100;4988,330455;100;3169,790802;100;67,77379735;5990,486338;100;770,0127925;100;5220,473545;100;3323,893198;100;68,34012733
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1 Anteil der Summe aus Wählern mit Stimmvermerk und Wahlberechtigten mit Wahlscheinvermerk im Wählerverzeichnis an den Wahlberechtigten insgesamt (nur Urnenwahlbezirke).;;;;;;;;;;;;;;;;;;;;;;;;;;;;
